ID,SMILES,Fluorescence
18162,CC(C)N1C(C(=O)NCCCN2C=CC=N2)C2(CCCCC2)C1=O,0
18163,OC1C(=O)N(C2CCNCC2)C11CCCCC1,0
18164,CCCS(=O)(=O)N1CCC(CC1)N1C(=O)C(OCC2CC2)C11CCCCC1,0
18167,O=C(NCCC1=CC=CC=C1)[C@H]1CCC[C@H]1NC(=O)C1=CC=NC=C1,0
18168,COCCN1CCC(N2CCN(CC2)C(=O)C2=CC=C(C=C2)C(F)(F)F)C1=O,0
18169,CC1=CC(=CC=C1Cl)S(=O)(=O)N1CCN(CC1)C1CCN(CC2=CC=CC=N2)C1=O,0
18171,COCCN(CCC(=O)NCC1=CC=CC=C1)C(=O)C1=NOC(=C1)C1=CC=CC(OC)=C1,0
18172,O=C(CN(CC1CCCO1)C(=O)C1=CC=CS1)N1CCN(CC1)C1=CC=C(N=N1)C1=CC=CC=C1,1
18173,COCCNC(=O)C1COC2(CCN(CC2)C(=O)C2=CC=CC=C2Cl)N1C(=O)C1=CC=CC(F)=C1,0
18174,COC1=CC2=C(CN(CC2)S(=O)(=O)C2=CC=C(OC)C(=C2)N2CCN(CC2)C(=O)C2CCC2)C=C1OC,1
18175,CC(=O)N1CCN(CC1)C(=O)CN1C(=O)N(C(=O)C2=CC(C)=CC=C12)C1=CC=C(C)C(C)=C1,1
18176,COC1=CC=CC=C1NC1=NC(=CS1)C(=O)NC(CC1=CC=CC=C1)C(=O)N1CCN(CC1)C(C)=O,0
18177,COC1=CC=C(OC)C(=C1)C1CC(=NN1C(=O)CN(C)C(=O)C1CC1)C1=CC=CS1,0
18178,CCCN(CC(=O)N(CC1=CC=C(OC)C=C1)C1CCN(CC1)C(=O)CC(C)C)S(=O)(=O)C1=CC=CC=C1,0
18179,COC1=CC=C(OC)C(=C1)S(=O)(=O)N1CCN(CC1)C1=NC=CC=C1NC(=O)C1=CC=C2OCOC2=C1,1
18180,CC1CCN(CC1)C(=O)C1=CSC(NC(=O)C2=CC=CC(F)=C2)=N1,0
18181,CC1=CC=C(F)C(NC(=O)C2=COC(CN3CCN(CC(O)CN4CCOCC4)CC3)=N2)=C1,0
18182,COC1=CC=C(C=C1)N1C(=O)N(CC(=O)NCC2=CC=CN=C2)C2=CC=CC=C2C1=O,0
18183,COC1=CC(=CC(OC)=C1)C(=O)NC1=NC(=CS1)C(=O)NCCCN1CCCC1,0
18184,CCNC(=O)N(CCN1CCOCC1)CC(=O)N1N=C(CC1C1=CC=C(C)C=C1)C1=CC=C(OC)C=C1,1
18185,CCN1CCN(CC1)C(=O)C1=CC=C(CN2C(C)=CS\C2=N/C(=O)C2=CC=C(OC)C(OC)=C2)C=C1,1
18186,CCNC(=O)NC1CCN(CC1)C1=CC=CC=C1C(=O)NCCC1=CC=C(OC)C=C1,1
18187,COC1=CC=C(C=C1)S(=O)(=O)N1CCN(CC1)C1=CC(=CC=C1OC)S(=O)(=O)N(C)CCC1=CC=CC=C1,0
18189,COC1=CC(CN(C)C(=O)C2=C(ON=C2C)C2=CC=CO2)=CC(OC)=C1OC,0
18190,CC(C)C(=O)N1CCN(C(=O)C1C)C1=CC=CC(F)=C1,0
18191,CC(C)C(=O)N1CCC(CC1)C(NC(=O)C1=CC=CC=C1)C(=O)N1CCCCC1,0
18192,CC1=CC(=NO1)C(=O)N(CCC(=O)NC1=CC(C)=CC(C)=C1)CC1CCCO1,0
18194,COC1=CC=C(OC)C(=C1)C1=CC(=NO1)C(=O)N(CC(=O)N1CCOCC1)CC1=CC=CC=C1,1
18195,CCCNC(=O)N(C)CC(=O)N1N=C(CC1C1=CC=C2OCOC2=C1)C1=CC=C(OC)C=C1OC,1
18197,CCCNC(=O)N(CC(C)C)CC(=O)N1CCCN(CC1)C1=CC=C(N=N1)C1=CC=CC(OC)=C1,1
18198,CCCNC(=O)C(NC(=O)C1=CC=C2OCOC2=C1)C1CCN(CC1)C(=O)NC(C)(C)C,0
18200,CC(=O)C1=CC=C(OC2=NC(C)=NC(N3CCOCC3)=C2N)C=C1,0
18201,CC(=O)NCCC1=NC(=CS1)C1=CC=C(Cl)C=C1,0
18202,O=C(NC1=CC=CC=C1)C1=CC(=O)NC2=CC=CC=C12,1
18203,COC1=CC=C(C=C1)C1=C(C)N2C=CC=CC2=N1,1
18204,CCC1=CC=CC=C1N1C(=O)CC(N2CCC(CC2)C(N)=O)C1=O,0
18205,CCN1C(=O)N(CC2=CC=CC=C2)C2=CC(OC)=C(OC)C=C2C1=O,1
18206,FC1=CC=CC=C1N1C=CC2=NC(=NC=C2C1=O)N1CCCCC1,1
18207,CCOC1=CC=C(C=C1)N1C=CC2=C(C=NC3=NC(SC)=NN23)C1=O,0
18208,COC1=CC=C(CCN2C=CC3=C(C=NC4=CC=NN34)C2=O)C=C1OC,1
18209,O=C1N(CC2=CC=CN=C2)C=CC2=C1N=NC1=C(C=NN21)C1=CC=CC=C1,0
18210,OCCN1CCN(CC1)C1=NC(NC2=CC=CC=C2)=C2C(=O)CCCC2=N1,0
18211,COC1=CC=CC(NC(=O)C2CC(=O)NC3=C2C(=O)NC(=N3)N2CCC3=CC=CC=C3C2)=C1,1
18212,COC1=CC=C(C=C1)C1=C2C(=O)N(CC3=CC=CN=C3)C=CC2=NC2=NC=NN12,0
18213,COCCCN1C=CC2=C(C=C3C(=O)N(C=CC3=N2)C2=CC=CC=C2OC)C1=O,1
18214,CC1CCN(CC1)C1=NC(=CC(=O)N1)C1=CN=C(N=C1C)N1CCN(C)CC1,0
18215,COC1=CC=CC(=C1)C1=CC=NC2=NC(SC)=NN12,1
18216,C1=NN2C(N=CC=C2C2=CC=CC=N2)=C1C1=CC=CC=C1,0
18217,COC1=CC=C(NC(=O)C2=CC3=C(N=C2C)N(CC2=CC=CO2)C(=O)NC3=O)C=C1,1
18218,OCCCN1C=CC2=C(C=NC3=NC(=NN23)C2=CC=C(Cl)C=C2)C1=O,1
18221,COCC1=CC(=O)NC(=N1)N1CCN(CC1)C1=CC=CC=C1F,0
18222,CCC1=NN2C(N=CC3=C2C=CN(CCN2CCOCC2)C3=O)=C1C1=CC=CC=C1,0
18224,O=C1CCCC2=C1C(NC1=NON=C1N2)C1=CC=CC=C1,0
18225,O=C1N(CC2=CC=CO2)C=CC2=NC3=C(C=C12)C(=O)N(C=C3)C1=CC=NC=C1,1
18227,CC1=NN2C(CC(=O)NC3=CC=CC=C3)C(=O)NC2=C1C#N,1
18228,NC(=O)C1CCN(CC1)C1=NC(N)=CC(=O)N1,0
18229,COC1=CC=C(C=C1)C1=C(N)N2N=C(C)N=C2N=C1C,0
18230,ClC1=CC=C(NC(=O)CC2CC3=C(CCCC3=O)NC2=O)C=C1,0
18231,COC1=CC=C(CNC(=O)C2=C(OC)C=CC=C2OC)C=C1,0
18232,CCC1CCCCN1C(=O)C1=CC=CS1,0
18233,CC1CCCCN1S(=O)(=O)C1=CC=C(Br)C=C1,0
18234,CCN(CC1=CC=CC=C1)C(=O)C1=CC=CO1,0
18236,CCCC(C)NS(=O)(=O)C1=CC=C(OC)C=C1,0
18237,CN(C(=O)CCC1=CC=CC=C1)C1=CC=CC=C1,0
18241,COC1=CC=CC(=C1)C(=O)NC(C)CCC1=CC=CC=C1,0
18242,CC1=CC=CC(NC(=O)CC2=CC=C(F)C=C2)=N1,0
18243,O=S(=O)(CC1=CC=CC=C1)NC1=CC=C(C=C1)S(=O)(=O)N1CCCC1,0
18246,CCCN(CCC)S(=O)(=O)C1=CC=C(NC(=O)COC)C=C1,0
18247,CCOCC(=O)NC1=CC=C(OCC2=CC=CC=C2)C=C1,0
18248,NS(=O)(=O)C1=CC=C(CNC(=O)C2CCCO2)C=C1,0
18249,CC(C)CC1=NN=C(NC(=O)C2CCCO2)S1,0
18252,CCSC1=CC=CC=C1C(=O)NC1=CC=CC=C1C(N)=O,1
18253,CCOC1=CC=CC=C1C(=O)NC1=CC=C(C=C1)S(=O)(=O)NCC1CCCO1,0
18254,O=C(CCS(=O)(=O)CC1=CC=CC=C1)N1CCN(CC1)C1=CC=CC=C1,0
18255,CCOCCC(=O)NC1=CC(C)=CC(C)=C1,0
18257,COC1=CC=C(Cl)C=C1NC(=O)CS(=O)(=O)C1=CC=CC=C1,0
18258,CC1=CC=CC(NC(=O)C2CN(C3CCCCC3)C(=O)C2)=C1C,0
18259,CCC(=O)NC1=CC=CC(=C1)C(=O)NC1=CC=CC=C1F,0
18260,CCOC1=CC=C2N=C(NC(=O)COC3=CC=C4OCOC4=C3)SC2=C1,0
18261,O=C(COC1=CC=C2OCOC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1,0
18263,CC(C)(C)N1CC(CC1=O)C(=O)NC1=CC=C(C#N)C(Cl)=C1,0
18265,CC1CN(CC(C)O1)C(=O)C1CCN(CC1)C(=O)C1CN(C(=O)C1)C1=CC=C(C)C=C1,0
18269,CC1=CC=C(N2CC(CC2=O)C(=O)NCC2CCCO2)C(C)=C1,0
18270,CCCCN1CC(CC1=O)C(=O)NC1=CC=C(C=C1)C(=O)NC1=CC(OC)=C(OC)C(OC)=C1,0
18271,CCCNS(=O)(=O)C1=CC=C(NC(=O)C2CCN(CC2)C(=O)C(C)(C)C)C=C1,0
18272,CCN(CC)C(=O)C1=CC=C(C)C(NC(=O)C2=CC=CC=C2)=C1,0
18273,CC(C)NC(=O)C1CCN(CC1)C(=O)C1=CC=C(C)C=C1,0
18274,CCCCNC(=O)C1=CC=C(NC(=O)C2=CC=CO2)C=C1,0
18275,O=C(NC1=CC=NC=C1)C1=CC=C(C=C1)C(=O)NC1=CC=NC=C1,0
18277,FC(F)(F)C1=CC(=CC=C1)N1CCN(CC1)C(=O)C1=CC=CO1,0
18278,CCCCC(CC)CNC(=O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C,0
18279,CN1C2=C(N(CCC(=O)NC3=NC4=CC=CC=C4S3)C=N2)C(=O)N(C)C1=O,0
18280,CCCCC(CC)CNC(=O)C1CCN(CC1)C(=O)C1=CC=CO1,0
18281,FC1=CC=C(C=C1)C(=O)N1CCCC(C1)C(=O)NCC1=CC=CO1,0
18283,CN(C)C(=O)N1CCC(CC1)C(=O)NC1=CC(Cl)=CC=C1C,0
18285,CC1=CC=C(C=C1)S(=O)(=O)N1C=NC2=CC=CC=C12,0
18286,COC1=CC=C(C(=O)NC(C)C2=CC=CC=C2)C(OC)=C1,0
18287,CC(C)(C)NC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12,0
18288,O=C(NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1)C1=CC=CO1,0
18289,CC1=CC=NC(NS(=O)(=O)C2=CC=C(NC(=O)CCCOC3=CC=CC=C3)C=C2)=N1,0
18290,O=C(CCNS(=O)(=O)C1=CC=CC=C1)NC1CCCCC1,0
18292,CCC1=CC(=O)OC2=CC(OCC(C)=O)=C(Cl)C=C12,1
18293,CCCC1=CC(=O)OC2=CC(OC(C)C(C)=O)=CC=C12,1
18294,CC(OC1=CC2=C(C=C1Cl)C(C)=C(C)C(=O)O2)C(C)=O,1
18295,CCC1=C(OCC(=O)NCC2=CC=CO2)C=C2OC(=O)C=C(C)C2=C1,1
18296,COC1=CC=C2C(=C1)C(=O)OC1=C(C)C(OCC(N)=O)=CC=C21,1
18297,COC1=CC=C(C=C1)C1=CC(=O)OC2=CC(OCC(=O)N(C)C)=CC=C12,1
18298,CCCOC1=CC=C2C(C)=C(C)C(=O)OC2=C1,1
18299,CC(C)OC1=CC=C2C(OC(=O)C3=CC=CC=C23)=C1,1
18300,CCC(N1C(=O)NC2=CC=CC=C2C1=O)C(=O)NC1=CC=CN=C1,1
18302,CCOC1=CC=C(OC2=C(C)OC3=CC(OCC(N)=O)=CC=C3C2=O)C=C1,1
18304,O=C1N(NC2=NC(=CC=C12)C1=CC=CN=C1)C1=CC=CC=C1,0
18306,COC1=CC=C(C=C1)S(=O)(=O)N1CCN(CC1)C(=O)CN1C=NC2=CC=CC=C2C1=O,1
18307,CC(C)CCNC(=O)C1=CC=C(C=C1Cl)N1CCCCS1(=O)=O,1
18309,CCN(CC)C(=O)COC1=CC(C)=CC2=C1C1=C(CCC1)C(=O)O2,1
18310,CCCCC1=CC(=O)OC2=C(C)C(OCC(=O)NCCN(C)C)=CC=C12,1
18311,COC1=CC=C(C=C1)S(=O)(=O)N1CCN(CC1)C(=O)C1=CC(=NC2=C1C(C)=NO2)C(C)C,0
18312,COC1=CC=C(CN2CCN(CC2)C(=O)CN2C=C(C(C)=O)C3=CC=CC=C23)C(OC)=C1OC,0
18313,COC1=CC=C(C(F)=C1)C1=NN(CC(=O)N(C)CC2=CC=CC=C2)C(=O)C=C1,1
18314,ClC1=CC=CC=C1C1=NN(CC(=O)N2CCN(CC2)C2=CC=CC=N2)C(=O)C=C1,0
18315,COC1=CC=C(CCNC(=O)COC2=CC=C3C(=O)CC4(CCN(CC4)C(C)=O)OC3=C2)C=C1,1
18316,CCC1=C(O)C=C2OC(=O)C=C(C3=CC=CC=C3)C2=C1,1
18317,COC1=C2N(CC(=O)NCCC3=CC=CC=C3)C=CC2=CC=C1,0
18318,CC1=C2OC(=O)C=C(CN3CCN(CC3)C3=CC=C(F)C=C3)C2=CC=C1O,1
18319,CC1=CC=C2OC(=O)C=C(CN3CCN(CC4=CC=C5OCOC5=C4)CC3)C2=C1,1
18320,COC1=CC(OC)=CC(NC(=O)CN2C=CC3=CC=C(F)C=C23)=C1,0
18321,ClC1=CC=C2NC=C(CCNC(=O)C3=NN(C4CCS(=O)(=O)C4)C(=O)CC3)C2=C1,0
18323,COC1=CC=C2NC=C(CCNC(=O)C3=CN(C)C(=O)C4=CC=CC=C34)C2=C1,0
18324,COC1=CC2=C(CN(CC2)C(=O)CN2C=CC3=C(NC(C)=O)C=CC=C23)C=C1OC,0
18325,CC(C)N1N=NC(=N1)C1=CC=C(C=C1)C(=O)NC1CCS(=O)(=O)C1,1
18326,O=C(CN1N=CC2=CC=CC=C2C1=O)NCCC1=NC2=CC=CC=C2N1,0
18328,O=C(C[C@@H]1NC(=O)N(CCC2=CNC3=CC=CC=C23)C1=O)NCCC1=CC=CC=N1,0
18329,COC1=CC=C(CN2C(=O)N[C@@H](CCC(=O)NCC(C)C)C2=O)C=C1OC,0
18330,O=C(CCCNC1=NC=CC=N1)NCCC1=NN=C2C=CC=CN12,1
18331,CC(C)CNC1=NC(=CS1)C(=O)NCC1=CC=CO1,0
18333,COC1=CC2=C(C=C1)N(CCNC(=O)C1=CC=C(OC)C(OC)=C1)C=C2,1
18334,CC(C)CC1=C(N=C(C)S1)C(=O)NC1=CC(NC(C)=O)=CC=C1,1
18335,COC1=CC=CC2=C1C=CN2CCNC(=O)C1CCC1,0
18336,OC1=C2C=CC=C(F)C2=NC=C1C(=O)NCCC1=CC=CC=N1,0
18337,CC(C)C1=C(N=C(Br)S1)C(=O)NCCN1CCOCC1,0
18338,CN1C=CC2=C1C=CC=C2NC(=O)C1=CN=C2SC(C)=CN2C1=O,0
18340,COC1=CC2=C(C=C1OC)C=CN(CC(=O)N1CCN(CC1)S(=O)(=O)C1=CC=C(C)C=C1)C(=O)C2,0
18341,COC1=CC=C2N(C)C=C(C(=O)NCC3=CC=C(C=C3)S(N)(=O)=O)C2=C1,0
18342,COC1=CC=CC=C1CN1C(=O)N[C@@H](CC(=O)NCCN2N=C(C)C=C2C)C1=O,0
18344,CN1C(=CC2=CC=CC=C12)C(=O)NCCNC(=O)CCC1NC(=O)N(C1=O)C1=CC=CC=C1,0
18345,CC(C)C1=NC2=CC=CC=C2N1CCNC(=O)CC1NC(=O)C2=CC=CC=C2NC1=O,1
18346,COC1=CC2=C(C=C1OC)C(CC2)NC(=O)C1=CNC(=O)C2=CC=CC=C12,1
18347,COC1=CC=C(C=C1)C1=C(O)C(=O)N(C)C2=CC=CC=C12,1
18348,COC1=CC=C(CNC(=O)C2=CC=C3C(=O)N(C4CC4)C(=O)C3=C2)C=C1OC,0
18349,COC1=CC=C(N2CC(CC2=O)C(=O)NC2=NN=C(S2)C(C)C)C(OC)=C1,0
18351,CC(C)(C)C1=NN=C(NC(=O)C2CN(CC3=CC=CC=C3)C(=O)C2)S1,1
18355,CC(=O)N(CC1=CC=CO1)C1=NC(C)=C(S1)C(=O)NC1=NC=C(C)S1,0
18356,O=C(NC1=NC(=CS1)C1=CC=NC=C1)C1CCCCC1,0
18357,CC(C)N1C=C(C(=O)NC2=NC3=CC=CC=C3N2)C2=CC=CC=C2C1=O,1
18359,CN1C=C(NC(=O)C2=CN(C3=CC=CC=C3)C(=O)C3=CC=CC=C23)C=N1,0
18360,CC1(CC(=O)N(CCC(=O)NC2=CC=C3C=CNC3=C2)C1=O)C1=CC=CC=C1,0
18361,CC(C)C1NC(=O)C2=CC=CC=C2N(CC(=O)NC2=NC3=C(CCC3)S2)C1=O,0
18362,COC1=CC=C(C=C1)C(=O)CNC(=O)C1=CC(=O)N(C)C2=CC=CC=C12,1
18365,CC1(C)OC(=O)CC1C(=O)NC1=NC2=C(CCC2)S1,0
18367,CSCC[C@H](NC(=O)CCCN1C(=O)C2=CC=NC=C2C1=O)C1=NC2=CC=CC=C2N1,0
18369,O=C(NC1=NN=C(S1)C1CCCO1)C1(CCCCC1)N1C=NN=N1,0
18370,OC1(CCN(CC1)C(=O)[C@H](N1C=NN=N1)C1=CC=CC=C1)C1=CC=C(Cl)C=C1,0
18371,O=C(CCCCCN1SC2=CC=CC=C2C1=O)NC1=CC=C2OCOC2=C1,0
18372,COC1=CC=C(C=C1OC)C1=NN(CC(=O)C2=CC=C3OCC(=O)N(C)C3=C2)C(=O)C=C1,1
18374,COC1=CC(NC(=O)C2=CN(C)C3=CC=CC=C23)=CC(OC)=C1OC,1
18375,COC1=CC=CC=C1CN1C(=O)C2=CC=C(C=C2C1=O)C(=O)NC1=CN(C)N=C1,0
18376,CN1N=CC(C(=O)NC2=CC=CC(=C2)N2CCCCS2(=O)=O)=C1N1C=CC=C1,0
18377,CN1C=C(OCC2=CC=CC=C2)C(=O)C=C1C(=O)NC1=NC2=C(CCC2)S1,0
18379,COC1=CC2=C(OC3=CC=CC=C23)C=C1NC(=O)N1C[C@@H]2C[C@@H](C1)C1=CC=CC(=O)N1C2,1
18380,COC1=CC=CC=C1N1CCN(CN2N=C(C=CC2=O)C2=CC=CS2)CC1,1
18381,O=C1C=C2CCCC2=NN1CN1CCSCC1,0
18383,COC1=CC2=C(C=C1CCC(=O)N1CCN(CCC3=CC=CC=N3)CC1)C(C)=CC(=O)O2,1
18384,CC1=NN(C2CCS(=O)(=O)C2)C(NC(=O)CN2C(C)=NC3=CC=C(F)C=C3C2=O)=C1,0
18385,O=C(NC1CCS(=O)(=O)C1)C1=CC=CC2=C1C=CN2,1
18388,C[C@H](N1C=NC2=CC=CC=C2C1=O)C(=O)NCCN1C(=O)C(O)=NC2=CC=CC=C12,1
18390,OC1=C2C=CC(Cl)=CC2=NC=C1C(=O)NCCC1=CC=NC=C1,0
18391,COCCN1C=CC2=C(OCC(=O)N[C@@H](CC(C)C)C3=NN=C4C=CC=CN34)C=CC=C12,0
18392,CC1=CC=C(C)N1CC(=O)NC1=NC(=CS1)C1=CC=CC=N1,0
18393,COC1=CC=C(NC(C)=O)C=C1NC(=O)CCCN1C=NN=N1,1
18394,O=C(CC(N1C=NN=N1)C1=CSC=C1)NC1=CC=C(C=C1)N1CCCCS1(=O)=O,0
18395,C[C@H](NC(=O)N1CCN(CC1)C1=NC=CC=N1)C(=O)NC1=CC=C(O)C=C1,1
18398,C[C@H](NC(=O)N1CCN(CC2=CC=CC=C2)CC1)C(=O)NC1=NC2=CC=CC=C2N1,1
18402,CC1=NC2=NC=CC=C2C(=O)N1CCNC(=O)C1=CC=C(Br)O1,0
18403,CCN(CC(=O)NCC1=CC=CC=C1OC)S(=O)(=O)C1=CC=C(C)C=C1,0
18404,CCN1CCN(CC1)C(=O)CN(CC1=CC=CC=C1)S(=O)(=O)C1=CC=C(OC)C(Cl)=C1,1
18405,CCOC1=CC=C(C=C1NC(=O)C1=CC=CC=C1)S(=O)(=O)NC,0
18406,CCOC1=CC=C(C=C1C)S(=O)(=O)N1CCC(CC1)C(=O)NC(C)COC,0
18407,CCOC1=CC=C(C=C1Cl)S(=O)(=O)NCC1=CC=CN=C1,0
18408,CCOC1=CC=C(C=C1)S(=O)(=O)N(C)CC(=O)N1CCC(CC1)C(N)=O,0
18411,CCCNS(=O)(=O)C1=CC(=CC=C1OC)C(=O)NCC1=CC=NC=C1,0
18412,COC1=CC=C(F)C=C1S(=O)(=O)NC1=CC=CC(C)=C1,0
18413,CCCNC(=O)C1=CC=C(C)C(=C1)S(=O)(=O)N1CCCC1,1
18414,CC(C)CNC(=O)C1=C(C)N=C(S1)C1=CC=CN=C1,1
18415,CC1=CC=C(NC(=O)C2=NC(=NC=C2Cl)S(C)(=O)=O)C=C1,0
18416,FC1=CC=C(CN(C2CCS(=O)(=O)C2)C(=O)C2=CC=CC=C2)C=C1,0
18417,CC1=CC=C(OCC(O)CN2C=NC3=CC=CC=C23)C=C1,0
18418,O=C(COC1=CC=CC=C1)NC1=NN=C(S1)C1CC1,0
18419,CC1=NN=C(NC(=O)CC2=CC=CC=C2C)S1,0
18420,CC1=CC(=NO1)C(=O)N1CCN(CC1)C1=CC=CC=C1C,0
18421,CC1=CC=C(NC(=O)CN2CCN(CC2)C(=O)C2=CC=CO2)C=C1C,0
18422,CC(C)C1=NOC(=N1)C1=CC=C(OCC(=O)NC2CC2)C=C1,0
18423,CCCC1=C(Br)C=C(S1)C(=O)NCC1CCCO1,1
18424,IC1=CC=C(NC(=O)C2CC3CCC2C3)C=C1,0
18425,CC1=C(C)C(C(N)=O)=C(NC(=O)C2=CC=CC=C2C)S1,1
18426,CC1=C(C=CO1)C(=O)NC1=CC=C(C=C1)C(N)=O,0
18427,O=C(NCCC1=CCCCC1)NC1CCCCC1,1
18428,BrC1=CC=C(C=C1)S(=O)(=O)N1CCN(CC1)C1=NC=CC=N1,0
18430,CCOC1=CC=C(NC(=O)NCCC2=CC=C(OC)C(OC)=C2)C=C1,0
18431,FC1=CC(Cl)=CC=C1NC(=O)C1CCCO1,0
18432,CC1=C(C(=O)NCC2=CC=CC=N2)C(C)=NO1,0
18434,NS(=O)(=O)C1=CC=C(CCNC(=O)C2=CC=C(Br)S2)C=C1,0
18435,COC1=CC=C(CCC(=O)NC2=CC=C(C=C2)S(=O)(=O)N2CCN(C)CC2)C=C1,0
18436,CC1=C(C(=O)N2CCN(CC2)S(=O)(=O)C2=CC=CC=C2)C(=NO1)C1=CC=CC=C1,0
18438,CC(OC1=CC=C(C=C1)C1=CC=CC=C1)C(=O)N1CCCC1,1
18439,CNS(=O)(=O)C1=CC=C(NC(=O)CC2=CC=CS2)C=C1,0
18442,FC1=CC=C(C=C1)S(=O)(=O)NCC1=CC=CC=C1CN1CCOCC1,0
18443,CC(C)OC1=CC=CC(CNC(=O)NC2=CC=CC=C2)=C1,0
18444,CN1CCN(CC1)S(=O)(=O)CC1=CC=C(C=C1)C(=O)NC1=CC=CC=C1C(=O)N1CCCCC1,1
18447,CCN1CCN(CC1)C(=O)C1=CC=C(CN(C2=CC=CC=C2F)S(C)(=O)=O)C=C1,0
18448,CC1=CC=C(NC(=O)COC2=CC=C(F)C=C2)C(C)=C1,0
18449,CN(C1=CC=C(Cl)C(=C1)C(=O)N1CCN(C)CC1)S(C)(=O)=O,0
18450,CN(C1=CC=CC(C(N)=O)=C1C)S(C)(=O)=O,0
18452,CCNC(=O)COC1=CC=CC(Cl)=C1,0
18453,CC1=CC=C(CS(=O)(=O)NCCCN2CCCCC2)C=C1,1
18454,FC1=CC=C(C=C1)N1CCN(CC1)S(=O)(=O)CC1=CC=C(Cl)C=C1,0
18457,CC(=O)NC1=NN=C(S1)S(=O)(=O)NC1=CC=CC(C)=C1,0
18459,COC1=CC=CC=C1NC(=O)CN1N=CC2=C(N=CN=C12)N1CCN(CC1)C1=CC=CC=N1,1
18460,COC1=CC=CC(=C1)C1=CC(C(N)=O)=C2C=CC=CC2=N1,0
18461,CN(C)C(=O)C1=C(C)N(C)C(=C1)C1=CC=CC=C1,0
18462,CC(C)CNC(=O)C1=NN(C)C2=C1COC1=CC=CC=C21,1
18465,CC1CCCCN1C(=O)C1=NC=CN1CC1=CC=CC=C1C,0
18466,CC1OC2=CC=CC=C2N(CC(=O)N2CCOCC2)C1=O,0
18470,COC1=CC=C(OC)C2=C1NC(=C2)C(N)=O,0
18471,CN(C)C1=NC=CC=C1NC(=O)C1=CC=C(C=C1)C#N,0
18473,CS(=O)(=O)NC1CCN(C1)C(=O)C1=CC=C(F)C=C1,0
18475,CCCN1C=CC(NC(=O)C2=CC=CC(C)=C2)=N1,0
18478,O=C(CC1=CC=CC=C1)N1CCC2=C(NC=N2)C1C1CCN(CC1)C(=O)C1CCOCC1,0
18480,CC1=NC=C(C(=O)NC2=CC=CC=C2)C(=N1)C1CCN(CC1)C(=O)C1=CC=CN=C1,0
18481,CCN(CC)C1=CC=C2C(C)=CC(=O)OC2=C1,1
18482,[Br-].CC(C)(C)C(=O)C[N+]1=CC=CC(\C=N\O)=C1,1
18483,[Cl-].O\N=C\C1=CC=[N+](CCC(=O)NCC2=CC=CC=C2)C=C1,1
18484,O=S(=O)(NCCN1CCCC1)C1=CC=CC2=NSN=C12,1
18485,CC1=CC=C(N)C=C1NC(=O)C1=CC=C(N)C=C1,1
18486,[Na+].[O-]C1=C(C(=O)C2=CC=CC=C12)C1=CC=CC=N1,0
18488,COC1=NC=CN=C1NS(=O)(=O)C1=CC=C(NC(=O)C2=CC=CC=C2)C=C1,0
18489,COC1=CC=CC=C1OCCOCCOCCOC1=CC=CC=C1OC,0
18490,C(OC1=CC=CC=C1)C1=NN=C(COC2=CC=CC=C2)NN1,0
18491,NC(=O)C1=CC2=CC=CC=C2O\C1=N/C1=CC=CC=C1C#N,0
18492,COC1C(OC2OC3(CCCCC3)OC12)C1COC2(CCCCC2)O1,1
18493,COC1=CC=C2O\C(=N/C3=CC=CC=C3)C(=CC2=C1)C(=O)NC(C)=O,1
18494,CCCCOC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC=CC=C1,0
18495,CCOC1=CC=CC=C1C(=O)NC1=CC=CC(Cl)=C1,0
18496,CC(=O)NC1=NC(=CS1)C1=CC2=CC(Cl)=CC=C2OC1=O,1
18497,FC1=CC=C(NC(=O)C2=CC=C(Br)O2)C=C1,0
18502,CC(=O)NC1=NN(C(S1)C1=CC=C(Cl)C=C1)C(C)=O,0
18504,CCN1C(=O)C2=CC=CC3=C(NC(=O)C4=CC=C(C=C4)S(=O)(=O)N(C)C)C=CC1=C23,0
18506,CC1=NC2=CC=CC=C2C(=O)N1NC(=O)C1=CN=CC(Br)=C1,0
18507,NC1=CC=CC=C1NC1=C(N)C(=O)OC2=CC=CC=C12,1
18508,COC1=CC=CC=C1N(CN1C(=O)C2=CC=C(Br)C=C2C1=O)C(C)=O,0
18509,O=C(NC1=CC=NC=C1)C1=CC2=C(OC1=O)C=CC1=CC=CC=C21,1
18510,CN1C2=C(N(CC3=CC=CC=C3Br)C(NCCOCCO)=N2)C(=O)N(C)C1=O,1
18513,CCCN1C(Cl)=NC2=C1C(=O)N(C)C(=O)N2C,0
18514,CN1C(SC2=NC3=CC=CC=C3N2CC(=O)N2CCOCC2)=NC2=C1C(=O)N(C)C(=O)N2C,0
18515,CN(C(C)=O)C1=CC=C(NC(=O)C2=CC=C(C=C2)C(=O)NC2=CC=C(C=C2)N(C)C(C)=O)C=C1,0
18516,CCC(=O)NC1=CC=CC(=C1)C1=NC2=NC=CC=C2O1,1
18517,CCOC1=CC=C(C=C1)C1=NC2=CC=CC=C2C(=O)O1,1
