ID,SMILES,Transmittance(340),Transmittance(450),Fluorescence(340/450),Fluorescence(>480)
25888,CCC(=O)N1C(CC2=CC=CC=C12)C(=O)NCCCN1CCC(CC1)N1CCCCC1,0,0,0,0
25891,CCOC1=CC=C(NC(=O)N2CCC3(CC2)NC(=O)C2=CC=CC=C2O3)C=C1,0,0,1,0
25895,FC1=CC=C(F)C(NC(=O)N2CCC3(CC2)NC(=O)C2=CC=CC=C2O3)=C1,0,0,1,0
25899,COC1=CC=C(NC(=O)C2=CC=C(NC(=O)C3=CSCCO3)C=C2)C=C1OC,0,0,1,0
25907,CC1CN(CC(=O)N2CCC3=CC=CC=C23)C2=CC=CC=C2S1,0,0,0,0
25920,CCCCNC(=O)CN1CCN2N=C(C=C2C1=O)C1=CC=CC=C1,1,1,0,0
25924,CC(=O)N1C(CC2=CC(=CC=C12)S(=O)(=O)N1CCCC1)C(=O)NCC1=CC=CN=C1,1,1,0,0
25940,CN(CCCNC(=O)C1CC2=CC(=CC=C2N1C(C)=O)S(=O)(=O)N1CCCC1)CC1=CC=CC=C1,0,0,0,0
25950,CC(=O)N1C(CC2=CC(=CC=C12)S(=O)(=O)N1CCCCC1)C(=O)NC1CCCC1,0,0,0,0
25963,CC(=O)N1C(CC2=CC(=CC=C12)S(=O)(=O)N1CCCCC1)C(=O)NCCN1CCOCC1,0,0,1,0
25967,CC(=O)N1C(CC2=CC(=CC=C12)S(=O)(=O)N1CCCCC1)C(=O)NCCN1CCCC1,0,0,0,0
25984,CCN(CC)S(=O)(=O)C1=CC=C2N(C(CC2=C1)C(=O)NCCN(C)C)C(C)=O,0,0,0,0
25985,CCN(CC)S(=O)(=O)C1=CC=C2N(C(CC2=C1)C(=O)NCC1=CC=C(C)C=C1)C(C)=O,0,0,0,0
25989,CCN(CC)S(=O)(=O)C1=CC=C2N(C(CC2=C1)C(=O)NCCC1=CC=CC=C1)C(C)=O,0,0,0,0
25995,CCN(CC)S(=O)(=O)C1=CC=C2N(C(CC2=C1)C(=O)NCCCOC(C)C)C(C)=O,0,0,0,0
26002,CCN(CC)S(=O)(=O)C1=CC=C2N(C(CC2=C1)C(=O)NCCN1CCCCCC1)C(C)=O,0,0,0,0
26007,CCCSCCCNC(=O)C1CC2=CC(=CC=C2N1C(C)=O)S(=O)(=O)N(CC)CC,0,0,0,0
26018,CC(C)CCNC(=O)CCC1=NN=C2C=CC(NCC3=CC=C4OCOC4=C3)=NN12,0,0,1,0
26023,CCCCN(CC)CCNC(=O)C1CCCN(C1)C1=NN=C(S1)N1CCCC1=O,0,0,0,0
26030,FC1=CC=C(C=C1)N1CCN(CCCNC(=O)C2CCN(CC2)C2=NN=C(S2)N2CCCC2=O)CC1,0,0,0,0
26031,CCN1CCN(CC1)C(=O)C1CCN(CC1)C1=NN=C(S1)N1CCCCC1=O,0,0,0,0
26033,O=C(NCCCN1CCCCC1)C1CCN(CC1)C1=NN=C(S1)N1CCCCC1=O,0,0,0,0
26044,COC1=CC=C(C)C=C1NS(=O)(=O)C1=CN(C)C=N1,0,0,0,0
26049,CN1C=NC(=C1)S(=O)(=O)N1CCCC(C1)C(=O)NC1=CC=C(F)C=C1,0,0,0,0
26058,CC(C)C1=CC=C(NC(=O)C2CCCN(C2)S(=O)(=O)C2=CN(C)C=N2)C=C1,0,0,0,0
26072,CCN1C=NC(=C1)S(=O)(=O)N1CCCC(C1)C(=O)NC1=CC=CC(C)=C1C,0,0,0,0
26073,CCN1C=NC(=C1)S(=O)(=O)N1CCCC(C1)C(=O)NC1=CC=CC=C1CC,0,0,0,0
26075,CCN1C=NC(=C1)S(=O)(=O)N1CCCC(C1)C(=O)NC1=CC=CC=C1F,0,0,0,0
26076,CCN1C=NC(=C1)S(=O)(=O)N1CCCC(C1)C(=O)NC1=CC=CC(F)=C1,0,0,0,0
26078,CCN1C=NC(=C1)S(=O)(=O)N1CCCC(C1)C(=O)NCC1=CC=C(C)C=C1,0,0,0,0
26079,CCN1C=NC(=C1)S(=O)(=O)N1CCCC(C1)C(=O)NC1=CC=C(C)C=C1C,0,0,0,0
26088,COC1=CC=C(NC(=O)C2CCCN(C2)S(=O)(=O)C2=CN(C=N2)C(C)C)C=C1,0,0,0,0
26092,CC1=CC=C(NC(=O)CN2C(=O)CCC3=CC(=CC=C23)S(=O)(=O)N2CCCC2)C=C1,0,0,0,0
26104,CC1CCN(CC1)S(=O)(=O)C1=CC=C2N(CC(=O)N(C)CC3=CC=CC=C3)C(=O)CCC2=C1,0,0,0,0
26113,CC1=NOC(=C1)C1=CC=C(O1)S(=O)(=O)N1CCN(CC1)C1=CC=CC=C1,0,0,0,0
26127,COC1=CC=C(NC(=O)C2=CN=C(N=C2C)N2CCCC2)C=C1,0,0,0,0
26128,CC1=NC(=NC=C1C(=O)NC1=CC=CC(Br)=C1)N1CCCC1,0,0,1,0
26144,COC1=CC=C(NC(=O)C2=CN=CC(NS(=O)(=O)C3=CC=C(OC)C(OC)=C3)=C2)C=C1,0,0,0,0
26146,CC1=CC=CC(=C1)N1C(=O)NC2=C(N=C(N=C12)C1=CC=CN=C1)C(N)=O,0,0,1,0
26147,COC1=CC=C(C=C1O)C1=NC(C(N)=O)=C2NC(=O)N(C2=N1)C1=CC=CC=C1OC,0,0,0,0
26148,COC1=CC=CC=C1NC(=O)CN1C=CN2N=C(C=C2C1=O)C1=CC=CC=C1,0,0,1,0
26171,COC1=CC=CC(CNC(=O)CN2C=CN3N=C(C=C3C2=O)C2=CC=C(OC)C(OC)=C2)=C1,0,0,1,0
26175,COC1=CC=CC=C1CNC(=O)CN1C=CN2N=C(C=C2C1=O)C1=CC=C(OC)C(OC)=C1,0,0,1,0
26180,COC1=CC=C(C=C1OC)C1=NN2C=CN(CC(=O)NC3=CC=C(C=C3)C(C)=O)C(=O)C2=C1,0,0,0,0
26189,O=C(CN1C=CN2N=C(C=C2C1=O)C1=CC=C2OCOC2=C1)NC1=CC=C2OCOC2=C1,0,0,1,0
26194,CC(=O)C1=CC=CC(NC(=O)CN2C=CN3N=C(C=C3C2=O)C2=CC=C3OCOC3=C2)=C1,0,0,0,0
26200,COC1=CC=C(C=C1)C(=O)N1CCN(CC1)S(=O)(=O)C1=CC2=C3N(CCC2)C(=O)CCC3=C1,0,0,0,0
26208,CCC1=CC=C(C=C1)S(=O)(=O)NC1=CC2=C(C=C1OC)N(C)C(=O)N2C,0,0,0,0
26224,CCN1C(=O)OC2=CC(NC(=O)NC3=CC(OC)=CC=C3OC)=CC=C12,0,0,0,0
26226,CCN1C(=O)OC2=CC(NC(=O)NC3=CC=C(CC)C=C3)=CC=C12,0,0,0,0
26244,CCOC1=CC=CC=C1C(=O)NC1=CC(=CC=C1C)N1CCCS1(=O)=O,0,0,0,0
26247,COC1=CC=C(C=C1NC(=O)CCC1=CC=CC=C1)N1CCCS1(=O)=O,0,0,0,0
26253,COC1=CC(=CC(OC)=C1OC)C(=O)NC1=CC=C2N(CCCC2=C1)C(C)=O,0,0,0,0
26255,CCC(=O)N1CCCC2=CC(NC(=O)C3=CC=CC(F)=C3)=CC=C12,0,0,0,0
26257,CCC(=O)N1CCCC2=CC(NC(=O)C3=CC=C(OC)C(OC)=C3)=CC=C12,0,0,0,0
26269,CCOC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C2N(CCCC2=C1)S(=O)(=O)CC,0,0,0,0
26279,CCCC(=O)NC1=CC=C2CCCN(C2=C1)S(=O)(=O)C1=CC=CC=C1,0,0,0,0
26283,COC1=CC=C(C=C1)C(=O)NC1=CC=C2CCCN(C2=C1)S(C)(=O)=O,0,0,0,0
26295,CC1=CC(F)=CC=C1S(=O)(=O)NC1=CC=C2CCCN(C2=C1)S(C)(=O)=O,0,0,0,0
26310,COC1=CC=C(NC(=O)C2=C(OC=N2)C2=CC=C(OC)C(OC)=C2)C=C1OC,0,0,0,1
26311,COC1=CC=CC(NC(=O)C2=C(OC=N2)C2=CC=C(OC)C(OC)=C2)=C1,0,0,1,0
26312,CN1N=C(C)C(CNC(=O)NC2=CC=CC(Cl)=C2)=C1C,0,0,0,0
26313,CCN1N=C(C)C(CNC(=O)NC2=CC=CC=C2)=C1C,0,0,0,0
26321,CC1=CC=C(CN2CCCN3N=C(C=C3C2=O)C(=O)NCCN2CCCC2)C=C1,0,0,0,0
26323,CC(C)OCCCNC(=O)C1=NN2CCCN(CC3=CC=C(F)C=C3)C(=O)C2=C1,0,0,0,0
26337,FC1=CC(CN2CCCN3N=C(C=C3C2=O)C(=O)NCCN2CCOCC2)=CC=C1,0,0,0,0
26345,CC(C)OCCCNC(=O)C1=NN2CCCN(CC3=CC(C)=CC=C3)C(=O)C2=C1,0,0,0,0
26354,COC1=CC=CC(NC(=O)N2CCN3C=CC=C3C2C)=C1,0,0,0,0
26357,CCC(=O)NC1=NC2=CC=C(C)C=C2S1,0,0,0,0
26366,CCN1C=CC2=CC(=CC=C12)S(=O)(=O)N1CCC(CC1)C(=O)N1CCN(CC1)C1=CC=CC=N1,0,0,1,0
26374,CCN1C=CC2=C1C=CC(=C2)S(=O)(=O)N1CCC(CC1)C(=O)NCCN1CCN(CC)CC1,0,0,0,0
26394,CCC1=CC=CC=C1NC(=O)C1=CN=C2SC3=C(CCCC3)N2C1=O,0,0,1,0
26396,O=C(NCCCC1=CC=CC=C1)C1=CN=C2SC3=C(CCCC3)N2C1=O,0,0,1,0
26411,CC1=CC=C2C(=O)C(=CN(CC(=O)NC3=CC=CC(F)=C3)C2=N1)C(=O)N1CCCC1,1,0,0,0
26414,CCN1C=C(C(=O)NC2=CC=CC(=C2)C(C)=O)C(=O)C2=CC=C(C)N=C12,0,0,0,0
26416,CCN1C=C(C(=O)NC2=CC=C(NC(C)=O)C=C2)C(=O)C2=CC=C(C)N=C12,0,0,0,0
26417,CCN1C=C(C(=O)NC2=CC=C(C)C=C2O)C(=O)C2=CC=C(C)N=C12,0,0,0,0
26418,CCN1C=C(C(=O)NCC2=CC=CC=C2)C(=O)C2=CC=C(C)N=C12,0,0,0,0
26428,CC1=NN(C2=C1C(C)=CC(OCC(=O)NCCN1CCOCC1)=N2)C1=CC=CC=C1,0,0,0,0
26432,COC1=CC=C(CN2C(CO)=CN=C2SCC(=O)NC2=CC=C(C=C2)C(N)=O)C=C1,0,0,0,0
26439,O=C(NC1=CC=CN=C1)C1=CC2=CC=CN=C2N(CC2=CC=CC=C2)C1=O,0,0,0,0
26440,O=C(NC1=CC=NC=C1)C1=CC2=CC=CN=C2N(CC2=CC=CC=C2)C1=O,0,0,1,0
26443,CC1=C(C(N2N=CN=C2N1)C1=CC=CC=C1)C(N)=O,0,0,0,0
26447,COC1=CC=C(CNC(=O)C2=CC(=CN2C)S(=O)(=O)N2CCCCC2)C=C1,0,0,0,0
26451,CC1CCCN(C1)S(=O)(=O)C1=CN(C)C(=C1)C(=O)NC1=CC=CC(F)=C1,0,0,0,0
26462,CC(=O)NC1=CC=C(NC(=O)C2CCN(CC2)C(=O)C2=NNC(=C2)C2=CC=CN=C2)C=C1,0,0,0,0
26470,COC1=CC=C(CC(=O)N2CCN(CC2)C(=O)C2=NNC(=C2)C2=CC=NC=C2)C=C1OC,0,0,0,0
26475,BrC1=CC=C(C=C1)C(=O)N1CCN(CC1)C(=O)C1=NNC(=C1)C1=CC=NC=C1,0,0,0,0
26480,COC1=CC=CC=C1C(=O)N1CCN(CC1)C(=O)C1=NNC(=C1)C1=CC=NC=C1,0,0,0,0
26494,FC1=CC=C(CC(=O)N2CCN(CC2)C(=O)C2=NNC(=C2)C2=CC=CN=C2)C=C1,0,0,0,0
26498,CC1=CC=CC(=C1)C(=O)N1CCN(CC1)C(=O)C1=NNC(=C1)C1=CC=CN=C1,0,0,0,0
26510,O=C(N1CCN(CC1)C(=O)C1=CC=CC=C1)C1=NNC(=C1)C1=CC=CN=C1,0,0,0,0
26518,O=C(N1CCN(CC1)C(=O)C1=CC=CC=C1)C1=NNC(=C1)C1=CC=CC=N1,0,0,0,0
26522,CN(CC1=CC=CC=C1)C(=O)CN1C2=CC(=CC=C2SCCC1=O)S(=O)(=O)N1CCCCC1,0,0,0,0
26523,COC1=CC=CC(NC(=O)CN2C3=CC(=CC=C3SCCC2=O)S(=O)(=O)N2CCOCC2)=C1,0,0,0,0
26525,CC1CSC2=CC=C(C=C2N(CC(=O)N(C)C2=CC=CC=C2)C1=O)S(=O)(=O)N1CCCC1,0,0,0,0
26531,COC1=CC=C(C=C1)C1OC(=NN1C(C)=O)C1=CC=C(C=C1)C#N,0,0,0,0
26547,COC1=CC=C2OCC(CC2=C1)C(=O)NC1=CC=CC(C)=C1,0,0,0,0
26548,CCCN1CCN(CCCNC(=O)C2COC3=CC=C(OC)C=C3C2)CC1,0,0,0,0
26553,COC1=CC=C2OCC(=CC2=C1)C(=O)NCCCN1CCN(C)CC1,0,0,0,0
26558,COC1=CC=C2OCC(=CC2=C1)C(=O)NCCN1CCN(CC2=CC=CC=C2)CC1,0,0,0,0
26563,CCN(CC)S(=O)(=O)C1=CC=C2N3CCCCC3C(=O)N(CC(=O)NCCC3=CC=CC=C3)C2=C1,0,0,0,0
26567,CC1=CC=CC=C1CNC(=O)CN1C(=O)C2CCCCN2C2=CC=C(C=C12)S(=O)(=O)N1CCCC1,0,0,1,0
26570,CCN(CC)C(=O)C1=CC=C2N3CCCCC3C(=O)N(CC(=O)NCC3=CC=C(F)C=C3)C2=C1,0,0,0,0
26575,COC1=CC=C(NC(=O)CN2C(=O)C3CCCCN3C3=CC=C(C=C23)C(=O)N2CCCCC2)C=C1,0,0,1,1
26577,CN1C(=O)N(N=C(C(=O)N2CCN(CC2)C2=CC=CC=N2)C1=O)C1=CC=C(C)C=C1,0,0,0,0
26584,COC1=CC=C(C=C1)N1N=C(C(=O)NC2=CC(OC)=C(OC)C(OC)=C2)C(=O)N(C)C1=O,0,0,0,0
26587,CN1C(=O)N(N=C(C(=O)N2CCN(CC2)C2=NC=CC=N2)C1=O)C1=CC=CC=C1,0,0,0,0
26614,CCN(CC)S(=O)(=O)C1=CC=CC(=C1)C(=O)N1N=C(C)C(=C1C)S(=O)(=O)N1CCOCC1,0,0,0,0
26617,O=C(NCCCN1CCCC1=O)C1=CC=C2N=C(CC3=CC=CC=C3)OC2=C1,0,0,0,0
26618,CCN1CCN(CCNC(=O)C2=CC=C3N=C(CC4=CC=CC=C4)OC3=C2)CC1,0,0,0,0
26619,O=C(NCCN1CCOCC1)C1=CC=C2N=C(CCC3=CC=CC=C3)OC2=C1,0,0,0,0
26623,COC1=CC=C(NC(=O)C2=NN=C(CCC(=O)NCCCN3CCOCC3)S2)C=C1,0,0,0,0
26629,CCCNC(=O)NCC1=CC=C2N(CCC2=C1)C(C)=O,0,0,0,0
26637,COC1=CC=CC=C1NC(=O)CSC1=C(C=NC2=C1C(=O)N(C)C(=O)N2C)C(C)C,0,0,0,0
26653,CCN(CC)S(=O)(=O)C1=CC=C2N(C)C(=CC2=C1)C(=O)NCCC1=CC=CO1,0,0,0,0
26666,O=C(CN1C(=O)CN(C(=O)NCC2=CC=CC=C2)C2=CC=CC=C12)N1CCCC1,0,0,0,0
26669,O=C(CN1C(=O)CN(C(=O)NCC2=CC=CC=C2)C2=CC=CC=C12)NCC1=CC=CN=C1,0,0,0,0
26672,CCCNC(=O)CN1C(=O)CN(C(=O)NCC2=CC=CC=C2)C2=CC=CC=C12,0,0,0,0
26673,O=C(CN1C(=O)CN(C(=O)NCC2=CC=CC=C2)C2=CC=CC=C12)NCCC1=CC=CC=C1,0,0,0,0
26675,COCCCNC(=O)CN1C(=O)CN(C(=O)NCC2=CC=CC=C2)C2=CC=CC=C12,0,0,0,0
26677,CCCCNC(=O)CN1C(=O)CN(C(=O)NCC2=CC=CC=C2)C2=CC=CC=C12,0,0,0,0
26680,O=C(CN1C(=O)CN(C(=O)NCC2=CC=CC=C2)C2=CC=CC=C12)NCCCN1CCCCC1,0,0,0,0
26686,CN(CC1=CC=CC=C1)C(=O)CN1C(=O)CN(C(=O)NC2=CC=CC=C2)C2=CC=CC=C12,0,0,0,0
26688,O=C(CN1C(=O)CN(C(=O)NC2=CC=CC=C2)C2=CC=CC=C12)N1CCN(CC1)C1=CC=CC=C1,0,0,0,0
26691,CC1=CC=C(NC(=O)N2CC(=O)N(CC(=O)NCCCN3CCCC3=O)C3=CC=CC=C23)C=C1,0,0,0,0
26692,CN1CCN(CCNC(=O)CN2C(=O)CN(C(=O)NC3=CC=C(C)C=C3)C3=CC=CC=C23)CC1,0,0,0,0
26696,CCOC1=CC=C(NC(=O)N2CC(=O)N(CC(=O)NCC3=CC=CO3)C3=CC=CC=C23)C=C1,0,0,0,0
26704,CCCCNC(=O)CN1C(=O)CN(C(=O)NC2=CC=C(OCC)C=C2)C2=CC=CC=C12,0,0,0,0
26708,COC1=CC=C(CC(=O)NCC2=NN=NN2C2=CC=C(F)C=C2)C=C1,0,0,0,0
26717,CC1=C(NC(=O)C2=CC=CC=C2F)C(=O)N2C=C(Cl)C=CC2=N1,0,0,1,0
26718,CC1=C(NC(=O)C2=CC=C(F)C=C2)C(=O)N2C=C(Cl)C=CC2=N1,0,0,1,0
26721,CC1=CC2=NC(C)=C(NC(=O)C3=CC=CC=C3C)C(=O)N2C=C1,1,0,1,0
26724,CC1=CC2=NC(C)=C(NC(=O)C3=CC=C(C=C3)C(F)(F)F)C(=O)N2C=C1,1,0,0,0
26726,CCCCOC1=CC=C(C=C1)C(=O)NC1=C(C)N=C2C=C(C)C=CN2C1=O,1,0,1,0
26730,CC1=CC=CN2C(=O)C(NC(=O)CC3=CC=CC=C3)=C(C)N=C12,1,0,1,0
26731,CC1=CC=CN2C(=O)C(NC(=O)C3=CC=C(F)C=C3)=C(C)N=C12,1,0,0,0
26737,CC1=CC=CN2C(=O)C(NC(=O)CC3=CC=C(F)C=C3)=C(C)N=C12,1,0,1,0
26744,COC1=CC(=CC(OC)=C1OC)C(=O)NC1=CC=CC=C1OCC1=CC(=O)N2C=CC=CC2=N1,0,0,1,0
26745,CCCCC(=O)NC1=CC=CC(OCC2=CC(=O)N3C=CC=CC3=N2)=C1,0,0,1,0
26750,CC1=CC=CN2C(=O)C=C(COC3=CC=C(NC(=O)C4=CC=CO4)C=C3)N=C12,1,0,1,0
26770,COC1=CC=C2OCC(CC2=C1)NC(=O)NCC1=CC=C(C)C=C1,0,0,0,0
26777,CCN(CC1=CC=C(C)C=C1)CC1=CC(=O)N2N=C(SC2=N1)C1CC1,0,0,0,0
26782,COC1=CC=C(C=C1)C1=NOC(=N1)N1CCC(CC1)C(=O)N1CCN(CC1)C1=CC=CC=C1OC,0,0,0,0
26784,COC1=CC=C(C=C1)C1=NOC(=N1)N1CCC(CC1)C(=O)NCCN1CCC(C)CC1,0,0,0,0
26810,CN1C(=O)N(C)C2=CC(=CC=C12)S(=O)(=O)N1CCN(CC1)C1=CC=C(F)C=C1,0,0,0,0
26830,CCOC1=CC=C(CNS(=O)(=O)C2=CC3=C(NC(=O)CO3)C=C2C)C=C1OC,0,0,0,0
26832,CC1=CC2=C(OCC(=O)N2)C=C1S(=O)(=O)N1CCC(CC1)C(=O)NC1=CC=CC(F)=C1,0,0,0,0
26833,CCOC1=CC=CC=C1NC(=O)CN(C)S(=O)(=O)C1=CC2=C(NC(=O)CO2)C=C1C,0,0,0,0
26840,CCC(=O)N1CCC2=CC(CNS(=O)(=O)C3=CC=C(F)C=C3)=CC=C12,0,0,0,0
26841,CCC(=O)N1CCC2=CC(CNS(=O)(=O)C3=CC=C(C)C=C3)=CC=C12,0,0,0,0
26854,CC1=CC=C(NC(=O)CN2N=C3CCCCC3=CC2=O)C=C1,0,0,0,0
26864,CC1CCC2=NN(CC(=O)NC3=CC=CC(Cl)=C3)C(=O)C=C2C1,0,0,0,0
26870,CC1CCC2=NN(CC(=O)NC3=CC=C(F)C(F)=C3)C(=O)C=C2C1,0,0,0,0
26876,CC1=CSC(NC(=O)C2=CC=CN(CC3=CC=CC=C3C)C2=O)=N1,1,1,0,0
26880,CC(=O)NC1=CC=C(NC(=O)C2=CN(CC3=CC=CC=C3F)C(=O)C=C2)C=C1,0,0,1,0
26886,COC1=CC=C(CNS(=O)(=O)C2=CC=CC(=C2)C2=NOC(C)=N2)C=C1,0,0,0,0
26894,O=C(CCC(=O)N1CCC2=CC(=CC=C12)S(=O)(=O)NC1CCCCCC1)N1CCCC1,0,0,0,0
26899,O=C(CCC(=O)N1CCC2=CC(=CC=C12)S(=O)(=O)N1CCCCC1)N1CCCC1,1,1,0,0
26911,COC1=CC=C(CNS(=O)(=O)C2=CC=C3N(CCCC3=C2)C(C)=O)C=C1,0,0,0,0
26913,CC(=O)N1CCCC2=CC(=CC=C12)S(=O)(=O)NC1CCN(CC2=CC=CC=C2)CC1,0,0,0,0
26922,COC1=CC=C(OC)C(CNS(=O)(=O)C2=CC=C3N(CCCC3=C2)C(C)=O)=C1,1,1,0,0
26925,CC(=O)N1CCCC2=CC(=CC=C12)S(=O)(=O)N1CCC(CC1)C(=O)NC1CCCCC1,0,0,0,0
26926,CC(=O)N1CCCC2=CC(=CC=C12)S(=O)(=O)N1CCC(CC1)C(=O)NC1CCCC1,0,0,0,0
26927,CCN(C(=O)C1CCN(CC1)S(=O)(=O)C1=CC=C2N(CCCC2=C1)C(C)=O)C1=CC=CC=C1,0,0,0,1
26928,CC(=O)N1CCCC2=CC(=CC=C12)S(=O)(=O)N1CCC(CC1)C(=O)NC1=CC=CC=C1F,0,0,0,0
26939,CC(=O)N1CCCC2=CC(=CC=C12)S(=O)(=O)N1CCC(CC1)C(=O)NCC1=CC=CC=C1,1,1,0,0
26941,CC(=O)N1CCCC2=CC(=CC=C12)S(=O)(=O)N1CCC(CC1)C(=O)NC1=CC=CC=C1,0,0,0,0
26945,CC(=O)N1CCCC2=CC(=CC=C12)S(=O)(=O)N1CCCC(C1)C(=O)N1CCC2=CC=CC=C12,0,0,0,0
26946,CC(C)NC(=O)C1CCCN(C1)S(=O)(=O)C1=CC=C2N(CCCC2=C1)C(C)=O,1,1,0,0
26961,Cl.CN1C(=O)C=C(NC(=O)C2=CC=CC(Cl)=C2)N(C)C1=O,0,0,0,0
26968,O=C1CC2=CC(=CC3=C2N1CCC3)S(=O)(=O)N1CCN(CC1)C1=CC=CC=C1,0,0,0,0
26970,CCCC(=O)NC1CN(C(=O)C1)C1=CC=CC(OC)=C1,0,0,0,0
26971,COC1=CC=CC(=C1)N1CC(CC1=O)NC(=O)C(C)C,0,0,0,0
26974,CCCC(=O)NC1CN(C(=O)C1)C1=CC=C(OC)C=C1,1,1,0,0
26975,COC1=CC=C(C=C1)N1CC(CC1=O)NC(=O)CC(C)C,0,0,0,0
26983,CCC(CC)C(=O)NC1CN(C(=O)C1)C1=CC=C(F)C=C1,0,0,0,0
26991,CC1=CC(SCC(=O)NCC2=CC=CC=C2)=NC(=O)N1,0,0,1,0
27005,BrC1=CC=C(C=C1)S(=O)(=O)N1CCN(CC1)C1=CC=C(N=N1)N1CCCC1,0,0,1,0
27008,IC1=CC=C(C=C1)S(=O)(=O)N1CCN(CC1)C1=CC=C(N=N1)N1CCCC1,0,0,1,0
27012,ClC1=CC=C(C=C1)S(=O)(=O)N1CCN(CC1)C1=CC=C(N=N1)N1CCCCC1,0,0,1,0
27015,CCOC1=CC=C(C=C1)S(=O)(=O)N1CCN(CC1)C1=CC=C(N=N1)N1CCCCC1,1,0,1,0
27025,CCN1C=CC2=C(OCC(=O)NC3=CC=CC=C3)C=CC=C2C1=O,0,0,1,0
27028,CCN1C=CC2=C(OCC(=O)NC3=CC=C4OCCOC4=C3)C=CC=C2C1=O,0,0,1,0
27030,CCCN1C=CC2=C(OCC(=O)NC3=CC=C(OC)C(OC)=C3)C=CC=C2C1=O,0,0,1,0
27032,CCCN1C=CC2=C(OCC(=O)NC)C=CC=C2C1=O,0,0,1,0
27037,CCOCCN1C=CC2=C(OCC(=O)NC3=CC=CC=C3)C=CC=C2C1=O,0,0,1,0
27044,CCOCCN1C=CC2=C(OCC(=O)NC3CCCC3)C=CC=C2C1=O,0,0,1,0
27050,ClC1=CC(NC(=O)CSC2=NC(=O)NC3=C2CCCC3)=CC=C1,1,1,0,0
27063,CC1=CC=C(CN2C=CC=C(C(=O)NC3=CC=C(C=C3)S(N)(=O)=O)C2=O)C=C1,1,0,1,0
27068,CCC1=CN=C2N(C)C(=O)N(C)C(=O)C2=C1SCC(=O)NC1=CC=C(C=C1)C(C)=O,0,0,0,0
27081,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N1CCN(CC1)C1=NC=NC2=C1N=NN2C1=CC=C(C)C=C1,0,0,1,0
27082,COC1=CC=C(C=C1)S(=O)(=O)N1CCN(CC1)C1=NC=NC2=C1N=NN2C1=CC=C(F)C=C1,0,0,1,0
27095,CC1=CC(=NC(=N1)N1CCN(CC1)C(=O)C1=CC=C(Cl)C=C1)N1CCCC1,0,0,0,0
27102,CCCC(=O)NC1=CC=C(NC2=NC(C)=CC(NCC)=N2)C=C1,0,0,0,0
27112,COCC(=O)NC1=CC=C(NC2=NC(C)=CC(=N2)N2CCCC2)C=C1,0,0,0,0
27117,CC1=CC(=NC(NC2=CC=C(NC(=O)C(C)(C)C)C=C2)=N1)N1CCOCC1,0,0,0,0
27119,CCN(CC)C1=NC(NC2=CC=C(NC(=O)CC)C=C2)=NC(C)=C1,0,0,0,0
27121,CC(=O)NC1=CC=C(NC(=O)CN2N=C(C=CC2=O)C(=O)NC2=CC=CC=C2)C=C1,0,0,0,0
27138,CCOC1=CC=C(NC(=O)CN2C=C(OC)C(=O)C=C2CN2CCC(C)CC2)C=C1,0,0,0,0
27139,COC1=CN(CC(=O)NC2=CC=C(C=C2)C(C)=O)C(CN2CCC(C)CC2)=CC1=O,0,0,0,0
27156,COC1=CN(CC(=O)NC(C)C)C(CN2CCN(CC2)C2=CC=C(F)C=C2)=CC1=O,0,0,0,0
27163,COC1=CC=C(C=C1OC)C(=O)NCC1=CC=C2N(CCC2=C1)C(C)=O,0,0,0,0
27168,CCOC1=CC=C(C=C1OCC)C(=O)NCC1=CC=C2N(CCC2=C1)C(C)=O,0,0,0,0
27171,CCC(=O)N1CCC2=CC(CNC(=O)C3=CC=C(OC)C(OC)=C3)=CC=C12,0,0,0,0
27181,COCCNC(=O)C1(C)CCC(=O)N1C1=CC=C(C)C=C1,0,0,0,0
27187,CCOCCCNC(=O)C1CCN(CC1)C1=NC=NC2=C1C(=NO2)C1=CC=CC(F)=C1,0,0,0,0
27193,CN1C(=O)C(=NC2=CC=CC=C12)C(=O)NC1=CC=C(F)C=C1C,0,0,0,0
27201,CN(CC(=O)NC1=CC=C(C=C1)C(C)=O)S(=O)(=O)C1=CC2=C(NC(=O)CO2)C=C1Cl,0,0,0,0
27207,COC1=CC(=CC=C1S(=O)(=O)N1CCN(CC1)C(=O)C1=CC=CO1)C1=CC(C)=NO1,0,0,0,0
27218,CC1=NC(=NO1)C1=CC=C(Cl)C(=C1)S(=O)(=O)N1CCC(CC1)C(=O)N1CCCCC1,0,0,0,0
27222,CC1=NN=C2SC(NC(=O)C3=CC=C(Cl)C=C3)=NN12,0,0,0,0
27226,CC1CCN(CC2CCN(CC2)C(=O)NC2=CC=CC=C2F)CC1,0,0,0,0
27230,CC(C)C1=NOC(=C1)C(=O)N1CCCC1C1=CC(C)=NO1,0,0,0,0
27235,CC1=NOC(=C1)C1CCCN1C(=O)C(C)(C)C,0,0,0,0
27239,COC1=CC=C(C=C1OC)C(=O)N1CCCC1C1=CC(C)=NO1,0,0,0,0
27262,CCCC1=CC(=NO1)C1CCCN1C(=O)C1=NOC(=C1)C(C)C,0,0,0,0
27263,CCCC1=CC(=NO1)C1CCCN1C(=O)C1=CC(C)=NO1,0,0,0,0
