id,smiles,t340,t450,f340,f480,plate,plate_index,plate_code,well_col,well_row
17170,CCOC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)NC1=CC=CN=C1)C1=CC=CC=C1,0,0,1,0,C1052,48,1052,3,3
17174,CN1C2=C(N(CC3=CC=CC(=C3)C(F)(F)F)C(=N2)N2CCOCC2)C(=O)N(C)C1=O,0,0,0,0,C1052,48,1052,3,11
17176,COC1=CC=C(NS(=O)(=O)C2=CC=C3NC(=O)C4=C3C2=CC=C4)C=C1,0,0,0,0,C1052,48,1052,3,15
17183,COCCNC(=O)C1=CC=C(C=C1)C1SCC(=O)N1CCC1=CC=CC=C1,0,0,0,0,C1052,48,1052,5,13
17186,COC1=CC=CC=C1OCC1=CC=C(O1)C(=O)NCC1=CC=CO1,0,0,1,0,C1052,48,1052,7,3
17192,COC1=CC=C(OC)C(=C1)C1=C(O)C(=O)C2=CC=CC=C2O1,0,0,0,0,C1052,48,1052,7,15
17197,COC1=CC=C(C=C1)C(=O)NC1=CC2=CC=C(O)C=C2OC1=O,0,0,1,0,C1052,48,1052,9,9
17198,O=C1OC2=CC=C(C=C2C=C1)S(=O)(=O)NCC1=CC=CC=C1,0,0,0,0,C1052,48,1052,9,11
17199,COC1=CC=C(OC)C(NC(=O)C2CC(=O)N3C(N2)=NC2=CC=CC=C32)=C1,0,0,0,0,C1052,48,1052,9,13
17210,BrC1=CC=C(C=C1)N1C(=O)CC(N2CCN(CC2)C2=CC=CC=N2)C1=O,0,0,0,0,C1052,48,1052,13,3
17211,CC(C1=C(C)N(C)N(C1=O)C1=CC=CC=C1)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,0,0,0,0,C1052,48,1052,13,5
17216,OCCN1CCN(CCC(=O)NC2=CC=CC(Br)=C2)CC1,0,0,0,0,C1052,48,1052,13,15
17217,COC1=CC=C(C=C1)C(=O)N1N=C2CCCCCC2C1(O)C(F)(F)F,0,0,0,0,C1052,48,1052,15,1
17218,NS(=O)(=O)C1=CC=C(NC(=O)C2=CC=C(C=C2)N2C(=O)CCC2=O)C=C1,0,0,0,0,C1052,48,1052,15,3
17222,CCCCC1=CC=C(C=C1)N1CC(CC1=O)C(=O)NC1=NC=CS1,0,0,0,0,C1052,48,1052,15,11
17229,CCCC(=O)C1=CC=C(OC2=NC3=C(N2C)C(=O)N(C)C(=O)N3C)C=C1,0,0,0,0,C1052,48,1052,17,9
17232,CCN1C(SCSC2=NC3=C(N2CC)C(=O)N(C)C(=O)N3C)=NC2=C1C(=O)N(C)C(=O)N2C,0,0,0,0,C1052,48,1052,17,15
17239,O=C1OC2=CC=CC=C2C=C1C1=NC(=NO1)C1=CC=NC=C1,0,0,1,0,C1052,48,1052,19,13
17243,CC1=NN=C2N1N=C(C1=CC=C(C)C(=C1)S(=O)(=O)NCCO)C1=CC=CC=C21,0,0,1,0,C1052,48,1052,21,5
17244,FC1=CC=CC=C1OCC(=O)NC1=CC=C2OCCOC2=C1,0,0,0,0,C1052,48,1052,21,7
17962,CN1CC2(CN(C2)C(=O)C2CCOCC2)CC1C1=NOC(=N1)C1=CC=CC=C1,0,0,0,0,C1055,51,1055,2,2
17966,CN1CCCC2(CCN(CC2)C(=O)C2=NOC(CN3C=C(C)C=N3)=C2)C1C(N)=O,0,0,0,0,C1055,51,1055,2,10
17974,CC1(CCCCC1)C(=O)N1CC2(C1)CC(CC(=O)NCC1CC1)CO2,0,0,0,0,C1055,51,1055,4,10
17978,CC1=NOC(=N1)C1CN(CCCN1CC1=CC=CC=C1)C(=O)C1=CC=CC=N1,0,0,0,0,C1055,51,1055,6,2
17979,CCC(=O)N1CCCN(CC2=CC=C(C)C=N2)CC1C1=NC(C)=NO1,0,0,0,0,C1055,51,1055,6,4
17980,CC1=NOC(=N1)C1CN(CCCN1C(=O)C1=CC=CN=C1)C(=O)NC1=CC=C(C)C(C)=C1,0,0,0,0,C1055,51,1055,6,6
17987,CC1=CC=C(C(=O)NCCN(C2CCOCC2)S(C)(=O)=O)C(C)=C1,0,0,0,0,C1055,51,1055,8,4
17990,O=C(N1CCCC(CCC2=NOC(=N2)C2=CC=NC=C2)C1)C1=NNC(=O)CC1,0,0,0,0,C1055,51,1055,8,10
17994,COCCC1(CCCN(C1)C(=O)C1=CN=CN=C1)C1=NOC(C)=N1,1,1,0,0,C1055,51,1055,10,2
17996,OC1CN(CC(=O)N(CCC2=CC=CC=C2)C1)C(=O)C1=CNN=C1C1=CC=C(F)C=C1,0,0,0,0,C1055,51,1055,10,6
18000,CC(C)CN1CC(CNC(=O)C2=NOC(C)=C2CN2C=C(C)C=N2)OCC1=O,0,0,0,0,C1055,51,1055,10,14
18002,CC(C)CN1CC(CNS(=O)(=O)C2=CC=C3N(C)C(=O)CC3=C2)OCC1=O,0,0,0,0,C1055,51,1055,12,2
18024,CC1=C(F)C=CC=C1NC(=O)N(C1CCN(C1)C(=O)C1CC1)C1CCOCC1,0,0,0,0,C1055,51,1055,16,14
18029,O=C(CCC1=NC2=CC=CC=C2N1)N1CCCC(C1)N(C1CCOCC1)C(=O)C1CC1,0,0,0,0,C1055,51,1055,18,8
18032,CCS(=O)(=O)N1CCOC[C@H]2CN(CC3=CNC4=CC=C(OC)C=C34)CC[C@@H]12,0,0,0,0,C1055,51,1055,18,14
18033,CC(C)CC(=O)N[C@H]1C[C@H](N(C1)C(=O)C1=CN(C)C=N1)C1=NC(C)=NN1,0,0,0,0,C1055,51,1055,20,0
18042,COC1=CC=C(OC)C(CC(=O)N2C[C@@H](NC(=O)C3CCCC3)[C@@H](C2)C2=NC(C)=NN2)=C1,0,0,0,0,C1055,51,1055,1,2
18046,COC1=CC=CC(CN2CC(F)(F)C[C@H]2CN2C=C(N=N2)C(=O)N2CCOCC2)=N1,0,0,0,0,C1055,51,1055,1,10
18048,O=C(NCC1=CC=CC=C1)N1C[C@H]2C[C@@H](C[C@H]2NC(=O)C1)C(=O)N1CCC2=CC=CC=C12,0,0,0,0,C1055,51,1055,1,14
18057,CN1C=NN=C1C1CN(CC11CN(C1)S(=O)(=O)C1=CC=C2CCCC2=C1)C(C)=O,0,0,0,0,C1055,51,1055,5,0
18094,CC(C)C(=O)N(CCCN1CCCC1)C1CCN(C1)C(=O)NC1CCCCC1,0,0,0,0,C1055,51,1055,13,10
18102,CCC(C)C(=O)N1CCC2(CC1)N(CC1=CC=CC=C1)C(=O)CS2(=O)=O,0,0,0,0,C1055,51,1055,15,10
18118,COC1=CC=C(CNC(=O)C2CCC3=C(C2)C=C(S3)C(=O)N(C)C)C=C1,0,0,0,0,C1055,51,1055,19,10
18120,CCNC1=CC(=NC=N1)N1CCC(CCC(=O)N2CCN(CCC#N)CC2)CC1,0,0,0,0,C1055,51,1055,19,14
18124,CC1=CC=C(C=C1)C1=NC=CN2C=C(N=C12)C(=O)NCCCN1CCCC1=O,0,0,0,0,C1055,51,1055,21,6
18134,CN(CC(=O)N1CCCC(CC2=NN=CN2CC2=CC=CC=C2)C1)S(=O)(=O)C1=CC=C2N(C)C(=O)OC2=C1,0,0,0,0,C1055,51,1055,0,11
18135,CC(C)CC(=O)N1CCCCC1CCN1C=C(COC2=CC=CC=C2)N=N1,0,0,0,0,C1055,51,1055,0,13
18141,COC1=CC=CC(CCC(=O)N2CCCN(C)C3=CC=CC=C23)=C1,0,0,0,0,C1055,51,1055,2,9
18148,CCOC1=CC=C(C=C1)C(=O)N1CC(C2=NN=C(O2)C2=CC=NC=C2)C2(C1)CCOCC2,0,0,0,0,C1055,51,1055,4,7
18159,CC1=CC=CC(OCCC2=NOC(=N2)C2CCCN(C2)C(=O)NC(C)(C)C)=C1,0,0,0,0,C1055,51,1055,6,13
18166,COC1=CC=C(C=C1)C(=O)N[C@@H]1CCC[C@@H]1C(=O)N1CCCCC1,1,0,0,0,C1055,51,1055,8,11
18170,BrC1=CC=C(O1)C(=O)N1CCN(CC1)C1CCN(CC2=CC=CN=C2)C1=O,0,0,0,0,C1055,51,1055,10,3
18193,CC(C)CNC(=O)C(NC(=O)C1=CC=CC=C1Cl)C1CCN(CC1)C(=O)C1CC1,0,0,0,0,C1055,51,1055,16,1
18226,CN1N=C(NC(=O)C2=CC=CC=C2C)C2=CC=CN=C12,0,0,0,0,C1055,51,1055,3,3
18235,CC1=CC=C(NC(=O)C2=CC=CS2)N=C1,0,0,0,0,C1055,51,1055,5,5
18245,COC1=CC=CC(=C1)C(=O)NC1=NN=C(CC(C)(C)C)S1,0,0,0,0,C1055,51,1055,7,9
18251,CCOCC1=NN=C(NC(=O)CCCC2=CC=CC=C2)S1,0,0,0,0,C1055,51,1055,9,5
18267,CC(C)N1CC(CC1=O)C(=O)NC1=CC=C(C=C1)C(=O)NC1=CC=C(Cl)C=N1,0,0,0,0,C1055,51,1055,13,5
18282,CCN(CC)C(=O)N1CCC(CC1)C(=O)NC1=CC=CC=N1,0,0,0,0,C1055,51,1055,17,3
18284,CC1CN(CC(C)O1)S(=O)(=O)C1=CC=C(Cl)C=C1,0,0,0,0,C1055,51,1055,17,7
18308,COC1=CC=C(OC)C(=C1)C1NCCC2=C1NC=N2,0,0,1,0,C1056,52,1056,0,6
18322,CC1=CC=C(C=C1N1C=NN=N1)C(=O)NCC1CC2CC1C=C2,0,0,0,0,C1056,52,1056,4,2
18327,COC1=CC=C(CCN2C(=O)N[C@@H](CCC(=O)N3CCCC3)C2=O)C=C1,0,0,0,0,C1056,52,1056,4,12
18339,C[C@H](NC(=O)CN1N=C(C=CC1=O)C1=CC=CO1)C1=NN=C2C=CC=CN12,0,0,1,0,C1056,52,1056,8,4
18343,COC1=CC=C(C=C1)N1C(=O)NC(CCC(=O)NCC2=C(C)NN=C2)C1=O,0,0,1,0,C1056,52,1056,8,12
18350,CC(C)C1=NN=C(NC(=O)CN2C=NC3=CC=CC=C3C2=O)S1,0,0,0,0,C1056,52,1056,10,10
18353,CC(C)C1=CC2=C(S1)N=C(CSCC(=O)NC1CC1)NC2=O,0,0,0,0,C1056,52,1056,12,0
18363,COC1=CC=C(C=C1)C(=O)NC1=CC=C2N=CN(C(C)C)C(=O)C2=C1,0,0,1,0,C1056,52,1056,14,4
18366,CC(C)[C@H](NC(=O)C1=CN=C2SC=CN2C1=O)C1=NC2=CC=CC=C2N1,1,0,1,0,C1056,52,1056,14,10
18378,COC1=CNC(=CC1=O)C(=O)NC1=CC=CC=C1,0,0,0,0,C1056,52,1056,18,2
18386,O=C(NCCC1=CNC=N1)C1=CNC2=CC=CC=C12,0,0,0,0,C1056,52,1056,20,2
18387,CN1N=NC(=N1)C1=CC=C(OCC(=O)NCCC2=CC=NC=C2)C=C1,0,0,0,0,C1056,52,1056,20,4
18389,CC(C)N1N=C(C)C(NC(=O)CCC2NC(=O)N(CCC3=CC=CC=C3)C2=O)=C1C,0,0,0,0,C1056,52,1056,20,8
18399,OC1(CCN(CC1)C(=O)C1=CC=C(NC(=O)N2CCOCC2)C=C1)C1=CC=C(Cl)C=C1,0,0,0,0,C1056,52,1056,1,12
18409,COC1=CC=C(Cl)C=C1S(=O)(=O)NC(C)C(=O)N1CCCC1,0,0,0,0,C1056,52,1056,5,0
18433,CC1CN(CC(C)O1)C(=O)C1=CC=C(C)O1,0,0,0,0,C1056,52,1056,11,0
18437,CC1=C(C)C(C)=C(C(C)=C1C)S(=O)(=O)N1CCN(CC1)C(=O)C1CCCO1,0,0,0,0,C1056,52,1056,11,8
18445,CCCC(C)NC(=O)C1=CC=C(C=C1Cl)N(C)S(C)(=O)=O,0,0,0,0,C1056,52,1056,13,8
18446,CCC(CC)NC(=O)CCC1=CC=C2OCOC2=C1,0,0,0,0,C1056,52,1056,13,10
18451,CN(C1=CC(=CC=C1C)C(=O)N1CCC(CC1)C(N)=O)S(C)(=O)=O,0,0,0,0,C1056,52,1056,15,4
18458,COCCCNC(=O)CN(C)C1=NC2=C(S1)C(C)=NN2C1=CC=C(C)C=C1,0,0,0,0,C1056,52,1056,17,2
18469,COC1=CC=C2NC(=CC2=C1)C(=O)NC1=CC=C(F)C=C1,0,0,1,0,C1056,52,1056,19,8
18474,CC1=NOC(=C1)C(=O)NCC1=CC=C(C)C=C1,0,0,0,0,C1056,52,1056,21,2
18476,CC1=NOC(CNC(=O)NC2=CC=CC(Cl)=C2)=C1,0,0,1,0,C1056,52,1056,21,6
18487,NC1=CC(=CC=C1)S(=O)(=O)C1=CC(N)=CC=C1,0,0,0,0,C1056,52,1056,0,13
18505,COC1=CC=C(C2SCC(=O)N2CCC2=CC=C(OC)C(OC)=C2)C(OC)=C1,0,0,0,0,C1056,52,1056,6,1
18511,COC1=CC=C(C=C1OC)C1=CSC2=C1C(=O)N(N)C(C)=N2,0,0,0,0,C1056,52,1056,6,13
18512,Cl.CC1=CC=C(C)C(OCC(O)CN2CCN(CC2)C2=CC=CC=C2F)=C1,0,0,0,0,C1056,52,1056,6,15
18521,OC(=O)C(O)=O.COC1=CC(CN2CCN(CC3=CC=NC=C3)CC2)=CC(OC)=C1O,0,0,0,0,C1056,52,1056,10,1
18526,COC1=CC=C(NC(=O)C2=C(C)NC(=O)NC2C2=CC(OC)=CC=C2OC)C=C1,0,0,0,0,C1056,52,1056,10,11
18527,CC1=CC=C(C=C1)C1=CN2C=CC=CC2=N1,0,0,1,0,C1056,52,1056,10,13
18530,NC(=O)C1=CC=C(NC(=O)COC2=CC=C(Br)C=C2)C=C1,0,0,1,0,C1056,52,1056,12,3
18535,CN(C)C1=CC=C(C=C1)C(=O)N1N=C(C)CC1(O)C(F)(F)F,1,0,1,0,C1056,52,1056,12,13
18542,FC1=CC=C(C=C1)C(=O)NC1=CC=CC=N1,0,0,0,0,C1056,52,1056,14,11
18561,COC1=CC=C(NC(=O)CC2SC3=NCCN3C2=O)C=C1,0,0,0,0,C1056,52,1056,20,1
18581,NC1=NC2=C(C(CC(=O)N2)C2=CC=CC=C2F)C(=O)N1,0,0,1,0,C1056,52,1056,3,9
18588,CC(=O)N(CC1=CC=C2OCOC2=C1)C1CC(=O)N(C1=O)C1=CC=CC=C1,0,0,0,0,C1056,52,1056,5,7
18589,Br.CC1=NN=C2SCC(=NN12)C1=CC=C(Cl)C=C1,0,0,1,0,C1056,52,1056,5,9
18594,CC(OC1=CC=CC(Cl)=C1)C(=O)NC1=CC=CC=C1C(=O)N1CCN(C)CC1,0,0,0,0,C1056,52,1056,7,3
18605,CC(=O)C1=C(NC2=CC=C(F)C=C2)OC(C)=CC1=O,1,0,0,0,C1056,52,1056,9,9
18617,CC1NC(=O)NC1CCCCCC(=O)NC1=CC=C(F)C=C1,0,0,0,0,C1056,52,1056,13,1
18625,CC1=CC=CC(C)=C1NC(=O)C1=CC=CC(=C1)N1C=NN=N1,0,0,0,0,C1056,52,1056,15,1
18626,CSC1=NC2=CC=CC=C2N(C)C1=O,1,0,0,0,C1056,52,1056,15,3
18629,NC1=CC=CC=C1C(=O)CC1=CC=CS1,0,0,1,0,C1056,52,1056,15,9
18636,CC(=O)C1=CC2=C(OCO2)C=C1NS(=O)(=O)C1=CC2=C(OCC(=O)N2)C=C1C,0,0,0,0,C1056,52,1056,17,7
18663,CC1=CC(NC(=O)C2=CC=CN=C2)=C2C=C(F)C=C(F)C2=N1,0,0,0,0,C1057,53,1057,0,12
18670,COC1=CC=C(Br)C=C1C(=O)CC#N,0,0,0,0,C1057,53,1057,2,10
18671,CC(C)(C)C1=CC=C(C=C1)C(=O)NC1=CN=C2C=CC=CN2C1=O,1,0,1,0,C1057,53,1057,2,12
18679,OCCN1CCN(CC1)C1=NC=C2C(=O)CC(CC2=N1)C1=CC=CC=C1,1,0,0,0,C1057,53,1057,4,12
18695,COC1=CC=C(C=C1)C1C(C(=O)N2CCN(CC2)C2=CC=CC=N2)C2=CC(OC)=C(OC)C=C2C(=O)N1C,0,0,1,0,C1057,53,1057,8,12
18696,CSC1=NC2=C(C(C3=CC=CC=C3)C3=C(CC(C)(C)CC3=O)N2)C(=O)N1,0,0,1,0,C1057,53,1057,8,14
18703,COC1=CC=C(CN2C(=O)NC3=CC(=CC=C3C2=O)C(=O)NCCCOC(C)C)C=C1,0,0,1,0,C1057,53,1057,10,12
18712,NC(=O)C1=C(N)N(N=N1)C1=CC=CC(Cl)=C1,0,0,0,0,C1057,53,1057,12,14
18716,CCC(=O)N1N=C(SC)C(=C1N)S(=O)(=O)C1=CC=CC=C1,0,0,0,0,C1057,53,1057,14,6
18723,FC1=CC=C(C=C1)C1=CC(=NO1)C(=O)N1CCCCC1,0,0,0,0,C1057,53,1057,16,4
18726,OC1=CC(=CC=C1)C1=CC(=NO1)C(=O)NCCC1=CC=CC=C1,1,0,0,0,C1057,53,1057,16,10
18727,CN(CC1=CC=CC=C1)C(=O)C1=NOC(=C1)C1=CC=CC=C1O,0,0,1,0,C1057,53,1057,16,12
18729,CC(C)C1=CC(=NO1)C(=O)NC(C)C1=CC=CC=C1,0,0,0,0,C1057,53,1057,18,0
18762,COC1=CC=CC=C1N1CCN(CC1)C(=O)C1=CN(C)C2=CC=C(C=C2C1=O)S(=O)(=O)N(C)C1CCCCC1,0,0,0,0,C1057,53,1057,5,2
18764,CSC1=CC=C(C=C1)C1=NC(CSCC(=O)NCCCN2CCOCC2)=C(C)O1,0,0,1,0,C1057,53,1057,5,6
18765,CC(C)NC(=O)CS(=O)CC1=C(C)OC(=N1)C1=CC(C)=CC=C1,0,0,0,0,C1057,53,1057,5,8
18774,CCN1C(=O)C=C(SCC(=O)N(C)CC2=CC=CC=C2)C2=CC=CC=C12,0,0,1,0,C1057,53,1057,7,10
18781,COC1=CC=CC(NC(=O)C2=CC=NC(=C2)N2CCC(CC2)C(=O)NCC2=CC=CO2)=C1,0,0,1,0,C1057,53,1057,9,8
18835,CC1=NOC(CN2CCN(C3CCN(CC4=CC=C(F)C=C4Cl)C3)C2=O)=N1,0,0,0,0,C1057,53,1057,0,5
18838,FC1=CC(=CC(F)=C1)S(=O)(=O)N1CCCC1C1=NN=CN1CC1=CC=NC=C1,0,0,0,0,C1057,53,1057,0,11
18839,COC1=CC=C(OC)C(=C1)S(=O)(=O)N1CC(COCC2CC2)C2(C1)CCOCC2,0,0,0,0,C1057,53,1057,0,13
18840,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N1CC(C2=NOC(C)=N2)C2(C1)CCOCC2,0,0,0,0,C1057,53,1057,0,15
18871,CCOC1=CC=CC=C1NC(=O)C1=CC(=O)C2=CC=C(C)C=C2O1,0,0,1,0,C1057,53,1057,8,13
18876,CCOC1=CC=C(C=C1OCC)C1N(CCO)C(=O)C2=C1C(=NN2)C1=CC(C)=CC=C1O,0,0,0,0,C1057,53,1057,10,7
18885,CCC1=NON=C1NC(=O)C1=CC=C(C=C1)C(C)(C)C,0,0,0,0,C1057,53,1057,12,9
18901,CCOC1=CC=C(C=C1OC)C1=NOC(CCCC(=O)NC(C)C)=N1,0,0,0,0,C1057,53,1057,16,9
18903,CCCCC(=O)N(C1=CC=C(OC)C=C1)S(=O)(=O)C1=CC=C2N(C)C(=O)N(C)C2=C1,0,0,0,0,C1057,53,1057,16,13
18906,COC1=CC=C(C=C1)C1=NOC(=N1)C(C)NS(=O)(=O)C1=CC=C(NC(C)=O)C=C1,0,0,0,0,C1057,53,1057,18,3
18913,CCCNC(=O)NC1CCN(CC1)C1=NC(C)=CC(C)=N1,0,0,1,0,C1057,53,1057,20,1
18920,CCN1C(SCC(=O)NC2=CC=C(OC)C=C2)=NN=C1C1=NON=C1NC(C)=O,0,0,0,0,C1057,53,1057,20,15
18929,CC(C)C1=NN=C(NC(=O)C2=CSN=N2)S1,0,0,0,0,C1057,53,1057,3,1
18934,COC1=CC=CC=C1CC1C(=O)NC2=CC=CC=C12,0,0,0,0,C1057,53,1057,3,11
18937,Cl.CCC(OC1=CC=C(F)C=C1)C(=O)NCC1(CCCCC1)N(C)C,0,0,0,0,C1057,53,1057,5,1
18940,CC1=NC(CCNC(=O)COC2=CC=C(Cl)C=C2)=CS1,0,0,0,0,C1057,53,1057,5,7
18944,O=C(NC1CCCCC1)C1=C(N=CN1)C(=O)N1CCCCC1,0,0,0,0,C1057,53,1057,5,15
18948,CC(=O)NC1=NC(C)=C(S1)C1=NC(=NO1)C1=CC=CC=C1,0,0,0,0,C1057,53,1057,7,7
18950,ClC1=CC=C(CS(=O)(=O)N2CCC(CC2)C(=O)NC2=CC=C3OCCOC3=C2)C=C1,0,0,0,0,C1057,53,1057,7,11
18954,COC1=CC=C(OC)C(=C1)C1=CSC2=NC=C(C(=O)N3CCN(CC3)C3=CC=C(F)C=C3)C(=O)N12,1,0,0,0,C1057,53,1057,9,3
18970,O=C(N1CCCC1C1=CC=CO1)C1=NOC(=C1)C1=CC=C2OCOC2=C1,0,0,0,0,C1057,53,1057,13,3
18975,CC(=O)N1CCN(CC1)C1=C(N=C(O1)C1=CC=CO1)S(=O)(=O)C1=CC=C(C)C=C1,0,0,0,0,C1057,53,1057,13,13
18984,CC(C)CC(=O)NC1=NC(=CS1)C1=CC=C2OCC(=O)NC2=C1,0,0,0,0,C1057,53,1057,15,15
19007,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)[C@H]1CS(=O)(=O)C[C@@H]1NCC1=CC=CC(C)=C1,0,0,0,0,C1057,53,1057,21,13
19009,NC(=O)C1=CC=C(NC(=O)C2=CC=C(C=C2)N2C(=O)CCS2(=O)=O)C=C1,0,0,1,0,C1058,54,1058,0,0
19010,ClC1=CC(=CC=C1C(=O)NCC1CCCO1)N1C(=O)CCS1(=O)=O,0,0,0,0,C1058,54,1058,0,2
19013,CN(C(=O)C1=CC=CC(=C1)N1C(=O)C(C)(C)CS1(=O)=O)C1=CC=CC=C1,0,0,0,0,C1058,54,1058,0,8
19016,CN1C(CC2=C(C)N=C3C=CC=CN3C2=O)=NN=C1SCC(=O)NC1=CC=C(F)C=C1,1,0,1,0,C1058,54,1058,0,14
19023,CCCCNC(=O)CNC1=CC(C)=NC2=NC(=NN12)C1=CC=CN=C1,0,0,0,0,C1058,54,1058,2,12
19027,COC1=CC(OC)=CC(NC(=O)C2=NN(C)C(=C2)C(F)(F)F)=C1,0,0,0,0,C1058,54,1058,4,4
19029,CCN(C1CCCCC1)S(=O)(=O)C1=CC=C(CC2=CC(C)=NNC2=O)C=C1,0,0,0,0,C1058,54,1058,4,8
19045,OC1=NC=C(C(=O)N1)S(=O)(=O)N(CC1=CC=CC=C1)CC1=CC=CC=C1,0,0,0,0,C1058,54,1058,8,8
19046,CC1=C(C(=O)NC(O)=N1)S(=O)(=O)N1CCC(CC1)C(N)=O,0,0,0,0,C1058,54,1058,8,10
19047,CC(C)(C)CC(=O)N1CCN(CC2=NOC(=N2)C2=CC=CC(Cl)=C2)CC1,0,0,0,0,C1058,54,1058,8,12
19055,CCC1=CC(=O)OC2=CC(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C(Cl)C=C12,1,0,1,0,C1058,54,1058,10,12
19058,CN1C(=O)N(C)C2=NC=CC(C3=CC=CC=C3)=C2C1=O,1,0,1,0,C1058,54,1058,12,2
19061,COC1=CC=C(Cl)C=C1N1C=CC2=C(C=NC3=NC(SC)=NN23)C1=O,1,0,1,0,C1058,54,1058,12,8
19063,CC1=NN2C(NC(=O)CSCC(=O)N3CCC4=CC=CC=C34)=CSC2=NC1=O,0,0,0,0,C1058,54,1058,12,12
19067,CC1=NC2=C(C=NN2C(NCCN2CCOCC2)=C1)C1=CC=C(Cl)C=C1,0,0,1,0,C1058,54,1058,14,4
19072,O=C(CC1(CN2CC3=CC=CC=C3C2=O)CCCCC1)N1CCOCC1,0,0,0,0,C1058,54,1058,14,14
19075,CCOCCCNC(=O)NC1=NN=C(S1)N(C)CC1=CC=CC=C1,0,0,0,0,C1058,54,1058,16,4
19089,CCCCN1C=C(NC(=O)C2=CC(=NS(=O)(=O)N2C)C2=CC=CO2)C=N1,1,0,0,0,C1058,54,1058,20,0
19100,CC1CC2=CC=CC=C2N1C(=O)C1=CC2=C(N=C3C=CC=CN3C2=O)N1C,0,0,1,0,C1058,54,1058,1,6
19103,CN(C(=O)CC1=NOC2=CC=CC=C12)C1=CC=CC=C1C,0,0,0,0,C1058,54,1058,1,12
19106,COC1=CC(NC(=O)N2CC(C)OC3=CC=C(C)C=C23)=CC(OC)=C1OC,0,0,0,0,C1058,54,1058,3,2
19125,COC1=CC=CC(=C1)N1C(=O)C2=C(CCS2)N=C1SCC1=CC=CC=N1,1,0,0,0,C1058,54,1058,7,8
19133,FC1=CC=C(C=C1)N1CCN(CC1)C(=O)C1=CC(=NN1)C1=CC=CO1,0,0,0,0,C1058,54,1058,9,8
19139,COC1=CC=CC=C1CN1C(=O)CN(CC1(C)C(=O)NCC1=CC=C(C)C=C1)S(C)(=O)=O,0,0,0,0,C1058,54,1058,11,4
19141,CC1CC2=CC(=CC=C2N1C(C)=O)S(=O)(=O)N(C)C1=CC=C(C)C=C1,0,0,0,0,C1058,54,1058,11,8
19144,CCCS(=O)(=O)N1CCN(CC1)C(=O)C1=CC(=NN1)C1=CC=C(Br)C=C1,0,0,0,0,C1058,54,1058,11,14
19146,O=C(CN1C=NC2=C(N=C3CCCCCN23)C1=O)N1CCN(CC2=CC=CC=C2)CC1,0,0,0,0,C1058,54,1058,13,2
19155,CCN(CC)CCNC(=O)C1=C(N2C=CC=C2)N(N=C1)C1=CC=C(F)C=C1,0,0,0,0,C1058,54,1058,15,4
19158,COCCCNC(=O)C1=CC=C(CN2C(=O)CSC3=NC=CC=C23)C=C1,0,0,0,0,C1058,54,1058,15,10
19161,FC1=CC=C(C=C1)C(CC(=O)N1CCCC1)N1CC2=CC=CC=C2C1=O,0,0,0,0,C1058,54,1058,17,0
19166,CN1C(=O)C2=CC(=NN2CC1(C)C(=O)NC1CCCCCC1)C(=O)N1CCN(CC1)C1CCCCC1,0,0,0,0,C1058,54,1058,17,10
19173,CNS(=O)(=O)C1=CN(CC(=O)NC2=CC=C(Cl)C=C2)C=C1S(=O)(=O)NC,0,0,0,0,C1058,54,1058,19,8
19182,CC1=C(C(=O)NC2=CC=C(N=C2)S(N)(=O)=O)C2=C(O1)N=CN(CC1=CC=CC=C1)C2=O,0,0,0,0,C1058,54,1058,21,10
19190,COC1=CC=C(NC(=O)N2CCCN3N=C(C)C=C23)C=C1OC,0,0,0,0,C1058,54,1058,0,11
19203,O=C(NC1=CC(=CC=C1)C#N)C1=NOC(=C1)C1=CC=CN=C1,0,0,0,0,C1058,54,1058,4,5
19205,CC1=CC=C(CNC(=O)C2=C(C)ON=C2C2=CC=CC=N2)O1,0,0,0,0,C1058,54,1058,4,9
19207,COC1=CC=CC=C1C1=NC(CN2CCN(CC2)S(=O)(=O)C2=CC=C(NC(C)=O)C=C2)=C(C)O1,0,0,0,0,C1058,54,1058,4,13
19215,CN(CCN1CC(=O)C(=C1N)C1=NC2=CC=CC=C2S1)CC1=CC=CC=C1,1,0,1,0,C1058,54,1058,6,13
19225,CS(=O)(=O)NC1=NC2=CC=C(NC(=O)C3=CC=C4OCOC4=C3)C=C2S1,0,0,1,0,C1058,54,1058,10,1
19226,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)C(=O)NC1=CC(C)=NN1C1=NC(C)=CC(=O)N1,0,0,0,0,C1058,54,1058,10,3
19229,CC1=C(C=C(O1)C1=CC=NO1)S(=O)(=O)NC1=CC=C2OCOC2=C1,0,0,0,0,C1058,54,1058,10,9
19242,CC1=NC2=CC=CC=C2C(=O)N1CC1=NOC(=N1)C(=O)NCCN1CCCC1,0,0,0,0,C1058,54,1058,14,3
19243,CCCNC(=O)C1=C(C=CS1)S(=O)(=O)N(C)C1=CC=C(OCC)C=C1,0,0,0,0,C1058,54,1058,14,5
